frame,cen_arrow,obj_arrow,speed
396.0,[ 92.163536 -38.8057  ],[-76.39408837 -64.52862358],233.91026401519775
397.0,[ 92.163536 -38.8057  ],[-76.39408837 -64.52862358],232.05658435821533
398.0,[ 94.86833  -31.622774],[-71.03503389 -70.38482763],221.9022731781006
399.0,[ 94.86833  -31.622774],[-71.03503389 -70.38482763],211.74796199798584
400.0,[ 97.618706 -21.693043],[ 51.47345249 -85.73496188],226.31337118148804
401.0,[ 97.618706 -21.693043],[ 51.47345249 -85.73496188],240.87878036499023
402.0,[ 99.22778 -12.40347],[ 57.79292328 -81.60868837],245.21984910964966
403.0,[ 99.22778 -12.40347],[ 57.79292328 -81.60868837],249.56091785430908
404.0,[100.  -0.],[ 64.6442965  -76.29623143],263.8173909187317
405.0,[100.  -0.],[ 64.6442965  -76.29623143],278.0738639831543
406.0,[100.  -0.],[ 71.18789915 -70.2302144 ],258.539794921875
407.0,[100.  -0.],[ 71.18789915 -70.2302144 ],239.0057258605957
408.0,[99.315056 11.684129],[ 77.16080032 -63.60983332],251.09236907958984
409.0,[99.315056 11.684129],[ 77.16080032 -63.60983332],263.179012298584
410.0,[98.05807  19.611616],[ 82.51114807 -56.496995  ],256.34778785705566
411.0,[98.05807  19.611616],[ 82.51114807 -56.496995  ],249.51656341552734
412.0,[95.5779   29.408583],[ 87.5437591  -48.33311745],251.55094528198242
413.0,[95.5779   29.408583],[ 87.5437591  -48.33311745],253.5853271484375
414.0,[91.9145   39.391937],[ 91.71463799 -39.85505211],248.20571422576904
415.0,[91.9145   39.391937],[ 91.71463799 -39.85505211],242.8261013031006
416.0,[88.23529  47.058834],[ 95.04315807 -31.09337718],268.33807468414307
417.0,[88.23529  47.058834],[ 95.04315807 -31.09337718],293.85004806518555
418.0,[83.20503  55.470024],[ 97.59602852 -21.79484381],288.1392631530762
419.0,[83.20503  55.470024],[ 97.59602852 -21.79484381],282.4284782409668
420.0,[78.93522  61.394066],[ 99.25468582 -12.18635884],280.25621938705444
421.0,[78.93522  61.394066],[ 99.25468582 -12.18635884],278.0839605331421
422.0,[70.71068 70.71068],[99.97102739 -2.40700708],285.0483283996582
423.0,[70.71068 70.71068],[99.97102739 -2.40700708],292.0126962661743
424.0,[64.59422 76.33862],[99.12954084 13.16564214],285.0450325012207
425.0,[64.59422 76.33862],[99.12954084 13.16564214],278.0773687362671
426.0,[58.123814 81.37335 ],[97.61870602 21.69304578],277.1607656478882
427.0,[58.123814 81.37335 ],[97.61870602 21.69304578],276.2441625595093
428.0,[49.613907 86.82431 ],[95.76117402 28.80620682],277.1604166030884
429.0,[49.613907 86.82431 ],[95.76117402 28.80620682],278.0766706466675
430.0,[41.90583 90.79593],[92.84766909 37.13906764],282.1827006340027
431.0,[41.90583 90.79593],[92.84766909 37.13906764],286.2887306213379
432.0,[33.282   94.29903],[88.97368988 45.64737133],276.9308052062988
433.0,[33.282   94.29903],[88.97368988 45.64737133],267.57287979125977
434.0,[24.253546 97.01425 ],[83.20502943 55.47001962],270.92142963409424
435.0,[24.253546 97.01425 ],[83.20502943 55.47001962],274.2699794769287
436.0,[12.40347 99.22778],[77.72448707 62.91982287],285.8397331237793
437.0,[12.40347 99.22778],[77.72448707 62.91982287],297.4094867706299
438.0,[ -0. 100.],[73.30626001 68.01611753],304.37390899658203
439.0,[ -0. 100.],[73.30626001 68.01611753],311.3383312225342
440.0,[ -0. 100.],[64.17226327 76.69368049],285.3249921798706
441.0,[ -0. 100.],[64.17226327 76.69368049],259.31165313720703
442.0,[-13.216381  99.12279 ],[58.12381937 81.37334712],271.1235122680664
443.0,[-13.216381  99.12279 ],[58.12381937 81.37334712],282.9353713989258
444.0,[-24.253572  97.014244],[49.61389384 86.82431421],288.36202812194824
445.0,[-24.253572  97.014244],[49.61389384 86.82431421],293.7886848449707
446.0,[-31.622776  94.86833 ],[42.54244936 90.49939228],280.6494355201721
447.0,[-31.622776  94.86833 ],[42.54244936 90.49939228],267.51018619537354
448.0,[-40.081886  91.61574 ],[34.68008909 93.79387731],257.4163942337036
449.0,[-40.081886  91.61574 ],[34.68008909 93.79387731],247.3226022720337
450.0,[-47.05882  88.2353 ],[25.33593918 96.73722234],270.58081912994385
451.0,[-47.05882  88.2353 ],[25.33593918 96.73722234],293.839035987854
452.0,[-55.47002  83.20503],[17.88854382 98.38699101],283.5044746398926
453.0,[-55.47002  83.20503],[17.88854382 98.38699101],273.16991329193115
454.0,[-59.999996  80.00001 ],[10.46847845 99.45054529],256.1069254875183
455.0,[-59.999996  80.00001 ],[10.46847845 99.45054529],239.04393768310547
456.0,[-66.89648   74.329414],[ 3.05201268 99.95341524],242.8033890724182
457.0,[-66.89648   74.329414],[ 3.05201268 99.95341524],246.56284046173096
458.0,[-70.71068  70.71068],[-3.87306081 99.92496885],235.1472716331482
459.0,[-70.71068  70.71068],[-3.87306081 99.92496885],223.73170280456543
460.0,[-75.25767   65.850464],[-10.10427121  99.48820887],220.44023752212524
461.0,[-75.25767   65.850464],[-10.10427121  99.48820887],217.14877223968506
462.0,[-80.        59.999996],[-17.06862937  98.5325423 ],210.34029579162598
463.0,[-80.        59.999996],[-17.06862937  98.5325423 ],203.5318193435669
464.0,[-83.20502  55.47003],[-22.42946045  97.45213853],203.53177785873413
465.0,[-83.20502  55.47003],[-22.42946045  97.45213853],203.53173637390137
466.0,[-86.37789   50.387108],[-29.51773513  95.54424793],194.72220611572266
467.0,[-86.37789   50.387108],[-29.51773513  95.54424793],185.91267585754395
468.0,[-89.44272  44.72136],[-35.53527632  93.47322684],189.4643039703369
469.0,[-89.44272  44.72136],[-35.53527632  93.47322684],193.01593208312988
470.0,[-91.38116   40.613846],[-41.43603476  91.01129064],186.67499685287476
471.0,[-91.38116   40.613846],[-41.43603476  91.01129064],180.33406162261963
472.0,[-93.63293  35.11234],[-45.02636256  89.28956644],175.57420921325684
473.0,[-93.63293  35.11234],[-45.02636256  89.28956644],170.81435680389404
474.0,[-94.86833   31.622776],[-48.69549307  87.3427098 ],165.27238297462463
475.0,[-94.86833   31.622776],[-48.69549307  87.3427098 ],159.73040914535522
476.0,[-96.1524   27.47212],[-51.67624469  85.61288299],154.7888331413269
477.0,[-96.1524   27.47212],[-51.67624469  85.61288299],149.84725713729858
478.0,[-97.34171   22.903934],[-57.75899118  81.63270753],144.68393325805664
479.0,[-97.34171   22.903934],[-57.75899118  81.63270753],139.5206093788147
480.0,[-98.38699   17.888542],[-60.  80.],141.2642741203308
481.0,[-98.38699   17.888542],[-58.63352797  81.00684785],143.00793886184692
482.0,[-99.315056   11.6841345],[-62.94217416  77.70638785],143.99475002288818
483.0,[-99.122795  13.216379],[-62.94217416  77.70638785],140.35050201416016
484.0,[-99.45055   10.468488],[-67.15194247  74.09869514],132.91464364528656
485.0,[-99.45055   10.468488],[-67.15194247  74.09869514],130.11136829853058
486.0,[-100.    0.],[-67.70565308  73.59310118],148.52584183216095
487.0,[-100.    0.],[-67.70565308  73.59310118],166.94031536579132
488.0,[-100.    0.],[-72.16815745  69.22251837],152.77891838550568
489.0,[-100.    0.],[-72.16815745  69.22251837],138.61752140522003
490.0,[-100.    0.],[-72.21464084  69.17402438],123.24804031848907
491.0,[-100.    0.],[-72.21464084  69.17402438],107.87855923175812
492.0,[-100.    0.],[-75.87153665  65.14222844],89.05825674533844
493.0,[-100.    0.],[-75.87153665  65.14222844],74.86901342868805
494.0,[-99.745865  -7.124698],[-76.631447    64.24656668],92.5871787071228
495.0,[-99.745865  -7.124698],[-76.631447    64.24656668],105.67276096343994
496.0,[-99.705444   -7.6696596],[-79.34823522  60.85932605],75.86344295740128
497.0,[-99.705444   -7.6696596],[-79.34823522  60.85932605],46.05412495136261
498.0,[-99.22778  -12.403477],[-81.99580837  57.24235678],60.327691197395325
499.0,[-99.22778  -12.403477],[-81.99580837  57.24235678],74.60125744342804
500.0,[-98.99495  -14.142142],[-82.2468813   56.88102071],79.8638162612915
501.0,[-98.99495  -14.142142],[-82.2468813   56.88102071],85.12637507915497
502.0,[-98.837166 -15.20573 ],[30.07201357 95.37124304],88.35205936431885
503.0,[-98.837166 -15.20573 ],[30.07201357 95.37124304],91.57774364948273
504.0,[-98.28722 -18.42885],[ 32.49442217 -94.57331826],79.99916017055511
505.0,[-98.28722 -18.42885],[ 32.49442217 -94.57331826],68.4205766916275
506.0,[-98.05807  -19.611616],[ 34.47301539 -93.87018275],70.395478785038
507.0,[-98.05807  -19.611616],[ 34.47301539 -93.87018275],72.37038087844849
508.0,[-97.78024  -20.952902],[ 36.43993486 -93.12427797],62.206085085868835
509.0,[-97.78024  -20.952902],[ 36.43993486 -93.12427797],52.041789293289185
510.0,[-97.01425  -24.253569],[ 38.13999768 -92.44101134],56.94438135623932
511.0,[-97.01425  -24.253569],[ 38.13999768 -92.44101134],61.84697341918945
512.0,[-97.01425  -24.253569],[ 39.99691884 -91.65285856],58.621289134025574
513.0,[-97.01425  -24.253569],[ 39.99691884 -91.65285856],55.395604848861694
514.0,[-95.577896 -29.408588],[ 41.78254079 -90.85273405],61.640663623809814
515.0,[-95.577896 -29.408588],[ 41.78254079 -90.85273405],67.88572239875793
516.0,[-95.577896 -29.408588],[ 43.74657188 -89.92350887],64.27144503593445
517.0,[-95.577896 -29.408588],[ 43.74657188 -89.92350887],60.65716767311096
518.0,[-95.448    -29.827494],[ 45.30287682 -89.14958975],57.86364644765854
519.0,[-95.448    -29.827494],[ 45.30287682 -89.14958975],55.070125222206116
520.0,[-94.17418  -33.633648],[ 47.100823   -88.21288156],56.94593846797943
521.0,[-94.17418  -33.633648],[ 47.100823   -88.21288156],58.82175171375275
522.0,[-93.63293 -35.11234],[ 48.88004995 -87.23955936],63.54566252231598
523.0,[-93.63293 -35.11234],[ 48.88004995 -87.23955936],68.26957333087921
524.0,[-92.84767 -37.13907],[ 50.51792016 -86.30144693],58.736019015312195
525.0,[-92.84767 -37.13907],[ 50.51792016 -86.30144693],49.20246469974518
526.0,[-91.91451  -39.391926],[ 52.21057214 -85.28807746],56.51788365840912
527.0,[-91.91451  -39.391926],[ 52.21057214 -85.28807746],63.83330261707306
528.0,[-90.61831 -42.28855],[ 53.92834536 -84.21243119],72.03780823945999
529.0,[-90.61831 -42.28855],[ 53.92834536 -84.21243119],80.24231386184692
530.0,[-91.381165 -40.613846],[ 55.76895749 -83.00495998],73.72215449810028
531.0,[-91.381165 -40.613846],[ 55.76895749 -83.00495998],67.20199513435364
532.0,[-89.44272  -44.721363],[ 57.4006341  -81.88508536],76.10392212867737
533.0,[-89.44272  -44.721363],[ 57.4006341  -81.88508536],85.0058491230011
534.0,[-87.41572  -48.564304],[ 59.29779528 -80.52186955],91.5195164680481
535.0,[-87.41572  -48.564304],[ 59.29779528 -80.52186955],98.03318381309509
536.0,[-86.82432  -49.613884],[ 61.31542139 -78.99632333],94.33195102214813
537.0,[-86.82432  -49.613884],[ 61.31542139 -78.99632333],90.63071823120117
538.0,[-86.37789  -50.387108],[ 63.29726084 -77.41741903],83.78899759054184
539.0,[-86.37789  -50.387108],[ 63.29726084 -77.41741903],76.94727694988251
540.0,[-84.799835 -52.999897],[ 65.41268359 -75.63848773],80.58356595039368
541.0,[-84.799835 -52.999897],[ 65.41268359 -75.63848773],84.21985495090485
542.0,[-83.20504  -55.470013],[ 67.47691995 -73.8028812 ],79.41465103626251
543.0,[-83.20504  -55.470013],[ 67.47691995 -73.8028812 ],74.60944712162018
544.0,[-81.373344 -58.12382 ],[ 69.89705645 -71.51504387],71.24886095523834
545.0,[-81.373344 -58.12382 ],[ 69.89705645 -71.51504387],67.8882747888565
546.0,[-80.       -60.000004],[ 71.99600325 -69.40155269],71.24941849708557
547.0,[-80.       -60.000004],[ 71.99600325 -69.40155269],74.61056220531464
548.0,[-77.39574  -63.323772],[ 74.34555543 -66.87853458],84.59957045316696
549.0,[-77.39574  -63.323772],[ 74.34555543 -66.87853458],94.58857870101929
550.0,[-75.5689   -65.493065],[ 76.68878449 -64.17811414],93.93962359428406
551.0,[-75.5689   -65.493065],[ 76.68878449 -64.17811414],93.29066848754883
552.0,[-70.71068 -70.71068],[ 79.13563226 -61.13551919],105.85770320892334
553.0,[-70.71068 -70.71068],[ 79.13563226 -61.13551919],118.42473793029785
554.0,[-70.71068 -70.71068],[ 81.54824608 -57.87817863],108.75104856491089
555.0,[-70.71068 -70.71068],[ 81.54824608 -57.87817863],99.07735919952393
556.0,[-66.43638 -74.74093],[ 83.97006072 -54.30496205],109.72624683380127
557.0,[-66.43638 -74.74093],[ 83.97006072 -54.30496205],120.37513446807861
558.0,[-63.32379 -77.39572],[ 86.2893485  -50.53858264],119.98053359985352
559.0,[-63.32379 -77.39572],[ 86.2893485  -50.53858264],119.58593273162842
560.0,[-60.000008 -79.99999 ],[ 88.54814737 -46.46746816],123.74538660049438
561.0,[-60.000008 -79.99999 ],[ 88.54814737 -46.46746816],127.90484046936035
562.0,[-55.470024 -83.205025],[ 90.64319831 -42.23518201],123.16459894180298
563.0,[-55.470024 -83.205025],[ 90.64319831 -42.23518201],118.4243574142456
564.0,[-50.387108 -86.37789 ],[ 92.62184802 -37.69871709],136.40012168884277
565.0,[-50.387108 -86.37789 ],[ 92.62184802 -37.69871709],154.37588596343994
566.0,[-44.72136 -89.44272],[ 94.45406524 -32.83945126],156.07638931274414
567.0,[-44.72136 -89.44272],[ 94.45406524 -32.83945126],157.77689266204834
568.0,[-40.61385 -91.38116],[ 96.10315112 -27.64388442],159.1297574043274
569.0,[-40.61385 -91.38116],[ 96.10315112 -27.64388442],160.48262214660645
570.0,[-37.13908 -92.84767],[ 97.51808098 -22.14100002],159.12971878051758
571.0,[-37.13908 -92.84767],[ 97.51808098 -22.14100002],157.7768154144287
572.0,[-31.622786 -94.86833 ],[ 98.63498254 -16.46633593],158.75360870361328
573.0,[-31.622786 -94.86833 ],[ 98.63498254 -16.46633593],159.73040199279785
574.0,[-25.449314 -96.707466],[ 99.45411297 -10.43452989],161.07942724227905
575.0,[-25.449314 -96.707466],[ 99.45411297 -10.43452989],162.42845249176025
576.0,[-19.611605 -98.05807 ],[99.9101723  -4.23762558],161.0794587135315
577.0,[-19.611605 -98.05807 ],[99.9101723  -4.23762558],159.73046493530273
578.0,[-12.403483 -99.22779 ],[99.9519606  3.0992856],168.01190328598022
579.0,[-12.403483 -99.22779 ],[99.9519606  3.0992856],176.29334163665771
580.0,[   0. -100.],[99.49605321 10.02673404],202.26114892959595
581.0,[   0. -100.],[99.49605321 10.02673404],228.22895622253418
582.0,[   0. -100.],[98.48627741 17.33358482],210.60473585128784
583.0,[   0. -100.],[98.48627741 17.33358482],192.9805154800415
584.0,[  6.237835 -99.80526 ],[97.33132898 22.94803691],192.3783473968506
585.0,[  6.237835 -99.80526 ],[97.33132898 22.94803691],191.77617931365967
586.0,[ 12.40347 -99.22778],[95.91147546 28.30174686],192.37831163406372
587.0,[ 12.40347 -99.22778],[95.91147546 28.30174686],192.98044395446777
588.0,[ 20.601046 -97.85498 ],[93.27382346 36.05542756],196.0083875656128
589.0,[ 20.601046 -97.85498 ],[93.27382346 36.05542756],199.0363311767578
590.0,[ 29.408588 -95.577896],[90.618314   42.28854653],189.04524993896484
591.0,[ 29.408588 -95.577896],[90.618314   42.28854653],179.05416870117188
592.0,[ 37.139065 -92.84767 ],[85.9535888  51.10753929],203.6494846343994
593.0,[ 37.139065 -92.84767 ],[85.9535888  51.10753929],228.24480056762695
594.0,[ 44.721363 -89.44272 ],[82.10645515 57.08353548],234.45738744735718
595.0,[ 44.721363 -89.44272 ],[82.10645515 57.08353548],240.6699743270874
596.0,[ 49.613895 -86.82432 ],[76.69368049 64.17226327],238.7395191192627
597.0,[ 49.613895 -86.82432 ],[76.69368049 64.17226327],236.809063911438
598.0,[ 56.921005 -82.21922 ],[69.92941555 71.48340256],237.78539371490479
599.0,[ 56.921005 -82.21922 ],[69.92941555 71.48340256],238.76172351837158
600.0,[ 64.59422 -76.33863],[65.0146061 75.9809252],240.47266674041748
601.0,[ 64.59422 -76.33862],[65.0146061 75.9809252],242.18362140655518
602.0,[ 70.71068 -70.71068],[58.49209123 81.10903318],242.52349662780762
603.0,[ 70.71068 -70.71068],[58.49209123 81.10903318],242.8633575439453
604.0,[ 76.338646 -64.594215],[50.28935783 86.43483377],242.8633918762207
605.0,[ 76.338646 -64.594215],[50.28935783 86.43483377],242.8634262084961
606.0,[ 81.37334  -58.123825],[44.12209344 89.73985107],250.81127786636353
607.0,[ 81.37334  -58.123825],[44.12209344 89.73985107],258.75912952423096
608.0,[ 85.74928  -51.449585],[35.28038949 93.56972864],256.7902407646179
609.0,[ 85.74928  -51.449585],[35.28038949 93.56972864],254.82135200500488
610.0,[ 90.28605 -42.99337],[31.16631868 95.01926426],254.60802555084229
611.0,[ 90.28605 -42.99337],[31.16631868 95.01926426],254.3946876525879
612.0,[ 94.868324 -31.622786],[17.95724544 98.37447502],266.2370309829712
613.0,[ 94.868324 -31.622786],[17.95724544 98.37447502],278.07938861846924
614.0,[ 96.47638 -26.31174],[10.10427121 99.48820887],269.79158878326416
615.0,[ 96.47638 -26.31174],[10.10427121 99.48820887],261.5037889480591
616.0,[ 98.63939  -16.439903],[ 0.78737717 99.99690014],267.2266159057617
617.0,[ 98.63939  -16.439903],[ 0.78737717 99.99690014],272.94944286346436
618.0,[99.745865  -7.1247087],[-8.62910995 99.62699665],277.14885091781616
619.0,[99.745865  -7.1247087],[-8.62910995 99.62699665],281.34825897216797
620.0,[100.  -0.],[-17.95724544  98.37447502],273.94694566726685
621.0,[100.  -0.],[-17.95724544  98.37447502],266.5456323623657
622.0,[99.315056 11.684122],[-28.38271374  95.88754643],264.8806400299072
623.0,[99.315056 11.684122],[-28.38271374  95.88754643],263.21564769744873
624.0,[98.05807  19.611616],[-36.24462612  93.20046715],270.6477928161621
625.0,[98.05807  19.611616],[-36.24462612  93.20046715],278.0799379348755
626.0,[94.86833  31.622786],[-46.54319336  88.5083677 ],285.0443344116211
627.0,[94.86833  31.622786],[-46.54319336  88.5083677 ],292.0087308883667
628.0,[91.914505 39.39193 ],[-55.1162105   83.43981867],288.80185317993164
629.0,[91.914505 39.39193 ],[-55.1162105   83.43981867],285.5949754714966
630.0,[87.41572  48.564304],[-62.5636533   78.01146893],294.85597372055054
631.0,[87.41572  48.564304],[-62.5636533   78.01146893],304.1169719696045
632.0,[82.219215 56.921005],[-67.53730238  73.74762903],298.5263328552246
633.0,[82.219215 56.921005],[-67.53730238  73.74762903],292.9356937408447
634.0,[76.82213 64.01844],[-75.92566024  65.07913735],295.60529708862305
635.0,[76.82213 64.01844],[-75.92566024  65.07913735],298.27490043640137
636.0,[70.71068 70.71068],[-81.99580837  57.24235678],288.18107414245605
637.0,[70.71068 70.71068],[-81.99580837  57.24235678],278.08724784851074
638.0,[62.469505 78.08688 ],[-87.15755371  49.02612396],286.33232402801514
639.0,[62.469505 78.08688 ],[-87.15755371  49.02612396],294.57740020751953
640.0,[55.470024 83.205025],[-91.28910429  40.82033119],289.94200801849365
641.0,[55.470024 83.205025],[-91.28910429  40.82033119],285.3066158294678
642.0,[47.885216 87.78955 ],[-94.4804754   32.76339066],282.3727684020996
643.0,[47.885216 87.78955 ],[-94.4804754   32.76339066],279.43892097473145
644.0,[40.613857 91.38116 ],[-97.14773726  23.71322721],277.0197629928589
645.0,[40.613857 91.38116 ],[-97.14773726  23.71322721],274.6006050109863
646.0,[31.622786 94.868324],[-99.14281167  13.06533177],276.3428592681885
647.0,[31.622786 94.868324],[-99.14281167  13.06533177],278.0851135253906
648.0,[24.253546 97.01425 ],[-99.89366098   4.61047666],267.9308695793152
649.0,[24.253546 97.01425 ],[-99.89366098   4.61047666],257.77662563323975
650.0,[17.37854  98.478355],[-33.00663076 -94.39577494],252.8508267402649
651.0,[17.37854  98.478355],[-33.00663076 -94.39577494],247.92502784729004
652.0,[ 9.053578 99.58932 ],[-25.33949007 -96.73629227],246.53326034545898
653.0,[ 9.053578 99.58932 ],[-25.33949007 -96.73629227],245.14149284362793
654.0,[ -0. 100.],[-18.14054319 -98.34083939],248.00012397766113
655.0,[ -0. 100.],[-18.14054319 -98.34083939],250.85875511169434
656.0,[-6.237835 99.80525 ],[-11.00813136 -99.39225847],240.65047073364258
657.0,[-6.237835 99.80525 ],[-11.00813136 -99.39225847],230.44218635559082
658.0,[-12.403483  99.22778 ],[ -4.30223301 -99.90741109],225.99408960342407
659.0,[-12.403483  99.22778 ],[ -4.30223301 -99.90741109],221.54599285125732
660.0,[-18.428844  98.28722 ],[  2.23586265 -99.97500147],218.7534613609314
661.0,[-18.428844  98.28722 ],[  2.23586265 -99.97500147],215.96092987060547
662.0,[-26.311756  96.47638 ],[  8.63535888 -99.62645521],215.02932357788086
663.0,[-26.311756  96.47638 ],[  8.63535888 -99.62645521],214.09771728515625
664.0,[-31.622776  94.86833 ],[ 14.36556392 -98.96277367],203.5564169883728
665.0,[-31.622776  94.86833 ],[ 14.36556392 -98.96277367],193.01511669158936
666.0,[-36.24463  93.20047],[ 20.13373054 -97.95219699],189.03323936462402
667.0,[-36.24463  93.20047],[ 20.13373054 -97.95219699],185.0513620376587
668.0,[-42.288544  90.61831 ],[ 25.41785341 -96.71573154],186.1906714439392
669.0,[-42.288544  90.61831 ],[ 25.41785341 -96.71573154],187.32998085021973
670.0,[-44.721355  89.44272 ],[ 30.4194747  -95.26098655],177.14086532592773
671.0,[-44.721355  89.44272 ],[ 30.4194747  -95.26098655],166.95174980163574
672.0,[-50.387104  86.37789 ],[ 35.14735775 -93.61978019],162.01178884506226
673.0,[-50.387104  86.37789 ],[ 35.14735775 -93.61978019],157.07182788848877
674.0,[-55.470013  83.20503 ],[ 39.52708389 -91.85646215],158.4001965522766
675.0,[-55.470013  83.20503 ],[ 39.52708389 -91.85646215],159.72856521606445
676.0,[-58.12382  81.37335],[ 43.63127188 -89.97950941],154.66148400306702
677.0,[-58.12382  81.37335],[ 43.63127188 -89.97950941],149.59440279006958
678.0,[-60.97107  79.2624 ],[ 47.51489147 -87.99053977],140.5104739665985
679.0,[-60.97107  79.2624 ],[ 47.51489147 -87.99053977],131.42654514312744
680.0,[-65.49304   75.568924],[ 51.00215005 -86.01616529],140.83665561676025
681.0,[-65.49304   75.568924],[ 51.00215005 -86.01616529],150.24676609039307
682.0,[-67.572464  73.715416],[ 54.43129175 -83.8882261 ],139.2788028717041
683.0,[-67.572464  73.715416],[ 54.43129175 -83.8882261 ],128.31083965301514
684.0,[-70.71068  70.71068],[ 57.37850015 -81.90059658],123.36935234069824
685.0,[-70.71068  70.71068],[ 57.37850015 -81.90059658],118.42786502838135
686.0,[-70.71068  70.71068],[ 60.25610076 -79.80728238],108.75420069694519
687.0,[-70.71068  70.71068],[ 60.25610076 -79.80728238],99.08053636550903
688.0,[-73.715416  67.572464],[ 62.85983512 -77.77301029],101.48150610923767
689.0,[-73.715416  67.572464],[ 62.85983512 -77.77301029],103.88247585296631
690.0,[-76.82213  64.01844],[ 65.30348367 -75.73278696],100.52786779403687
691.0,[-76.82213  64.01844],[ 65.30348367 -75.73278696],97.17325973510742
692.0,[-78.93521   61.394073],[ 67.43453207 -73.8416135 ],98.92450833320618
693.0,[-78.93521   61.394073],[ 67.43453207 -73.8416135 ],100.67575693130493
694.0,[-79.99999   60.000004],[ 69.49667816 -71.90418433],92.90408742427826
695.0,[-79.99999   60.000004],[ 69.49667816 -71.90418433],85.13241791725159
696.0,[-81.373344  58.123825],[ 71.35055416 -70.06495859],92.10775208473206
697.0,[-81.373344  58.123825],[ 71.35055416 -70.06495859],99.08308625221252
698.0,[-83.20502  55.47003],[ 72.99873364 -68.3460671 ],95.7224543094635
699.0,[-83.20502  55.47003],[ 72.99873364 -68.3460671 ],92.36182236671448
700.0,[-84.11784  54.07576],[ 74.60799861 -66.58563316],83.19996285438538
701.0,[-84.11784  54.07576],[ 74.60799861 -66.58563316],74.03810334205627
702.0,[-85.7493    51.449574],[ 76.03902178 -64.94664862],73.20514369010925
703.0,[-85.7493    51.449574],[ 76.03902178 -64.94664862],72.37218403816223
704.0,[-86.82431   49.613907],[ 77.5671702  -63.11366023],73.49145019054413
705.0,[-86.82431   49.613907],[ 77.5671702  -63.11366023],74.61071634292603
706.0,[-87.415726  48.564293],[ 78.84867302 -61.50517672],71.24968099594116
707.0,[-87.415726  48.564293],[ 78.84867302 -61.50517672],67.8886456489563
708.0,[-89.442726  44.721348],[ 80.03855627 -59.9485572 ],71.24931764602661
709.0,[-89.442726  44.721348],[ 80.03855627 -59.9485572 ],74.60998964309692
710.0,[-89.44272  44.72136],[ 81.25382506 -58.29078755],69.610509173026
711.0,[-89.44272  44.72136],[ 81.25382506 -58.29078755],64.61102870295508
712.0,[-89.44272  44.72136],[ 82.45574612 -56.5778219 ],55.335982115964725
713.0,[-89.44272  44.72136],[ 82.45574612 -56.5778219 ],46.06093552897437
714.0,[-90.61831   42.288555],[ 83.47569803 -55.06185466],47.784951480130985
715.0,[-90.61831   42.288555],[ 83.47569803 -55.06185466],49.5089674312876
716.0,[-91.61573   40.081886],[ 84.5641678  -53.37510211],53.15952471087439
717.0,[-91.61573   40.081886],[ 84.5641678  -53.37510211],56.810081990461185
718.0,[-92.163536  38.805695],[ 85.66408792 -51.59131749],47.94218686411841
719.0,[-92.163536  38.805695],[ 85.621221   -51.66242846],39.07429173777564
720.0,[-94.174194  33.63364 ],[ 86.64535815 -49.92576399],55.721653238882936
721.0,[-94.17419   33.633648],[ 86.64535815 -49.92576399],72.36898469924927
722.0,[-94.86833   31.622776],[ 87.60461647 -48.22272466],78.75088262557983
723.0,[-94.86833   31.622776],[ 87.60461647 -48.22272466],85.13280987739563
724.0,[-94.868324  31.622786],[ 88.52322426 -46.51493057],77.02698842882728
725.0,[-94.868324  31.622786],[ 88.52322426 -46.51493057],68.92116698025893
726.0,[-95.448     29.827503],[ 89.47482343 -44.6570932 ],67.31595250367354
727.0,[-95.448     29.827503],[ 89.47482343 -44.6570932 ],65.71073802708815
728.0,[-96.1524    27.472118],[ 90.4782278  -42.58744292],68.91972144841384
729.0,[-96.1524    27.472118],[ 90.4782278  -42.58744292],72.12870486973952
730.0,[-96.47638   26.311747],[ 91.37453146 -40.62874598],59.09555801152419
731.0,[-96.47638   26.311747],[ 91.37453146 -40.62874598],46.062441194049825
732.0,[-97.01425   24.253561],[ 92.29338973 -38.49584668],46.06246408223342
733.0,[-97.01425   24.253561],[ 92.29338973 -38.49584668],46.06245764493178
734.0,[-97.61871   21.693043],[ 93.13378418 -36.41563188],53.955117148157115
735.0,[-97.61871   21.693043],[ 93.13378418 -36.41563188],61.847776651382446
736.0,[-98.058075  19.611607],[ 94.03103498 -34.03181541],62.57004153728485
737.0,[-98.058075  19.611607],[ 94.03103498 -34.03181541],63.292306423187256
738.0,[-98.63939  16.4399 ],[ 94.88442691 -31.57444427],65.59054970741272
739.0,[-98.63939  16.4399 ],[ 94.88442691 -31.57444427],67.88879299163818
740.0,[-99.22778   12.403471],[ 95.74706401 -28.85307148],76.511803150177
741.0,[-99.22778   12.403471],[ 95.74706401 -28.85307148],85.13481330871582
742.0,[-99.50372    9.950373],[ 96.61277756 -25.80641805],86.15860033035278
743.0,[-99.50372    9.950373],[ 96.61277756 -25.80641805],87.18238735198975
744.0,[-100.    0.],[ 97.38174194 -22.73315499],109.17791390419006
745.0,[-100.    0.],[ 97.38174194 -22.73315499],131.17344045639038
746.0,[-100.    0.],[ 98.11343852 -19.33269724],124.79153394699097
747.0,[-100.    0.],[ 98.11343852 -19.33269724],118.40962743759155
748.0,[-100.    0.],[ 98.73800538 -15.83686502],108.73601031303406
749.0,[-100.    0.],[ 98.73800538 -15.83686502],99.06239318847656
750.0,[-100.    0.],[ 99.30288308 -11.78717149],86.82512712478638
